ID,Customer_Age,Churn,CHI_Score_Month,CHI_Score,Support_Cases_Month,Support_Cases,SP_Month,SP,Logins,Blog_Articles,Views, Days_Since_Last_Login
" 3,714 ",10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,31.00
" 3,715 ",10,0,65.00,58.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,30.00
" 3,716 ",10,0,83.00,-29.00,0.00,-1.00,0.00,-3.00,-18.00,-4.00,-3.00,-3.00
" 3,717 ",10,0,157.00,49.00,6.00,2.00,3.00,-0.50,175.00,2.00,-482.00,0.00
" 3,718 ",7,0,78.00,24.00,0.00,0.00,0.00,0.00,1.00,0.00,11.00,9.00
" 3,719 ",9,0,44.00,2.00,0.00,-1.00,0.00,-3.00,1.00,0.00,0.00,-3.00
" 3,720 ",10,0,74.00,-31.00,0.00,0.00,0.00,0.00,-11.00,0.00,27.00,12.00
" 3,721 ",10,0,125.00,-5.00,0.00,0.00,0.00,0.00,1.00,-5.00,1860.00,1.00
" 3,722 ",8,0,126.00,-8.00,1.00,-5.00,2.00,-0.83,-45.00,3.00,268.00,0.00
" 3,723 ",8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,724 ",10,0,0.00,-56.00,0.00,0.00,0.00,0.00,-9.00,-5.00,34.00,-4.00
" 3,725 ",10,0,30.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,14.00,2.00
" 3,726 ",9,1,13.00,-21.00,0.00,-4.00,0.00,-3.00,-50.00,0.00,-360.00,4.00
" 3,727 ",10,0,140.00,-4.00,0.00,-1.00,0.00,-2.00,-8.00,-3.00,-76.00,0.00
" 3,728 ",10,0,124.00,-45.00,0.00,0.00,0.00,0.00,3.00,5.00,9.00,0.00
" 3,729 ",9,0,126.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.00,5.00
" 3,730 ",10,0,178.00,1.00,3.00,2.00,3.00,3.00,38.00,1.00,164.00,0.00
" 3,731 ",9,0,125.00,10.00,2.00,0.00,3.00,0.00,15.00,0.00,75.00,0.00
" 3,732 ",9,0,189.00,12.00,1.00,1.00,3.00,3.00,21.00,5.00,-678.00,0.00
" 3,733 ",9,0,113.00,1.00,4.00,0.00,3.00,0.00,-19.00,0.00,-312.00,-1.00
" 3,734 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,31.00
" 3,735 ",10,0,36.00,15.00,0.00,0.00,0.00,0.00,6.00,0.00,-7.00,-46.00
" 3,736 ",10,0,166.00,-3.00,1.00,-1.00,3.00,-0.50,-62.00,-7.00,1073.00,0.00
" 3,737 ",10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
" 3,738 ",10,0,105.00,16.00,0.00,0.00,0.00,0.00,111.00,2.00,171.00,-10.00
" 3,739 ",7,0,117.00,-31.00,1.00,-4.00,3.00,0.00,24.00,1.00,-5.00,3.00
" 3,740 ",10,0,201.00,-18.00,0.00,-5.00,0.00,-3.00,85.00,-1.00,-233.00,0.00
" 3,741 ",10,0,63.00,-25.00,0.00,0.00,0.00,0.00,-7.00,0.00,589.00,3.00
" 3,742 ",10,0,79.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-98.00,3.00
" 3,743 ",10,0,109.00,-20.00,0.00,-2.00,0.00,-3.00,24.00,-1.00,122.00,0.00
" 3,744 ",10,0,55.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,21.00,17.00
" 3,745 ",9,0,197.00,15.00,2.00,1.00,3.00,0.00,159.00,0.00,-185.00,0.00
" 3,746 ",10,0,73.00,-27.00,0.00,0.00,0.00,0.00,5.00,-2.00,28.00,6.00
" 3,747 ",10,0,104.00,40.00,0.00,-2.00,0.00,-3.00,28.00,0.00,-53.00,2.00
" 3,748 ",5,0,140.00,35.00,5.00,-5.00,3.00,0.00,31.00,-4.00,12.00,2.00
" 3,749 ",10,0,157.00,59.00,4.00,3.00,2.75,2.75,76.00,-3.00,5.00,-2.00
" 3,750 ",10,0,221.00,75.00,0.00,0.00,0.00,0.00,37.00,8.00,97.00,0.00
" 3,751 ",9,0,15.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,31.00
" 3,752 ",10,0,112.00,-11.00,2.00,-3.00,3.00,0.00,31.00,0.00,30.00,-3.00
" 3,753 ",10,0,151.00,2.00,0.00,0.00,0.00,0.00,22.00,1.00,-73.00,0.00
" 3,754 ",10,0,149.00,22.00,7.00,5.00,3.00,0.00,-38.00,1.00,175.00,1.00
" 3,755 ",10,0,132.00,1.00,1.00,-8.00,3.00,0.00,7.00,0.00,13.00,0.00
" 3,756 ",10,0,36.00,-37.00,0.00,0.00,0.00,0.00,14.00,-1.00,26.00,3.00
" 3,757 ",10,0,142.00,-15.00,1.00,-2.00,3.00,0.00,17.00,-1.00,-82.00,0.00
" 3,758 ",10,0,69.00,-41.00,0.00,0.00,0.00,0.00,-3.00,0.00,638.00,3.00
" 3,759 ",10,0,27.00,-10.00,0.00,0.00,0.00,0.00,1.00,0.00,39.00,-63.00
" 3,760 ",10,0,94.00,-3.00,0.00,-1.00,0.00,-3.00,30.00,2.00,218.00,-10.00
" 3,761 ",10,0,76.00,0.00,1.00,1.00,3.00,3.00,-2.00,0.00,-4.00,1.00
" 3,762 ",10,0,98.00,60.00,0.00,0.00,0.00,0.00,4.00,1.00,-56.00,31.00
" 3,763 ",10,0,99.00,13.00,0.00,0.00,0.00,0.00,36.00,0.00,-24.00,-13.00
" 3,764 ",9,0,58.00,36.00,0.00,0.00,0.00,0.00,8.00,1.00,-16.00,1.00
" 3,765 ",10,0,82.00,-2.00,0.00,0.00,0.00,0.00,-9.00,0.00,60.00,-1.00
" 3,766 ",10,0,2.00,-14.00,0.00,0.00,0.00,0.00,0.00,0.00,-93.00,31.00
" 3,767 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,768 ",9,0,92.00,-15.00,0.00,-2.00,0.00,-3.00,-51.00,-4.00,1659.00,0.00
" 3,769 ",9,1,52.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,-44.00,31.00
" 3,770 ",10,0,101.00,-30.00,0.00,0.00,0.00,0.00,-11.00,-4.00,-375.00,0.00
" 3,771 ",9,0,173.00,7.00,0.00,-1.00,0.00,-4.00,33.00,2.00,30.00,1.00
" 3,772 ",10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,773 ",9,0,185.00,43.00,2.00,-2.00,3.00,1.00,-38.00,-1.00,224.00,0.00
" 3,774 ",10,0,158.00,-34.00,3.00,0.00,2.67,-0.33,-48.00,0.00,396.00,0.00
" 3,775 ",8,0,21.00,-3.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,10.00
" 3,776 ",10,0,195.00,17.00,3.00,-1.00,3.00,0.00,125.00,2.00,207.00,0.00
" 3,777 ",10,0,191.00,3.00,5.00,1.00,3.00,0.00,100.00,2.00,230414.00,0.00
" 3,778 ",9,0,164.00,19.00,2.00,-1.00,2.50,-0.50,105.00,0.00,-58.00,-1.00
" 3,779 ",5,1,68.00,16.00,3.00,2.00,3.00,0.00,-7.00,0.00,951.00,6.00
" 3,780 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,781 ",8,0,64.00,-12.00,1.00,1.00,3.00,3.00,-11.00,0.00,161.00,-3.00
" 3,782 ",1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" 3,783 ",10,0,6.00,-76.00,0.00,0.00,0.00,0.00,-2.00,-1.00,-52.00,-7.00
" 3,784 ",10,0,129.00,-6.00,0.00,-2.00,0.00,-2.00,20.00,0.00,95.00,0.00
" 3,785 ",10,0,136.00,0.00,0.00,0.00,0.00,0.00,20.00,3.00,121.00,7.00
" 3,786 ",10,0,34.00,-26.00,0.00,0.00,0.00,0.00,-1.00,0.00,5.00,3.00
" 3,787 ",9,0,5.00,-17.00,0.00,0.00,0.00,0.00,3.00,0.00,16.00,-87.00
" 3,788 ",8,0,107.00,43.00,3.00,3.00,3.00,3.00,167.00,0.00,0.00,0.00
" 3,789 ",8,0,234.00,2.00,0.00,0.00,0.00,0.00,-15.00,6.00,-937.00,0.00
" 3,790 ",9,0,53.00,-62.00,0.00,0.00,0.00,0.00,-2.00,-1.00,-8.00,16.00
" 3,791 ",9,0,43.00,8.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,-3.00
" 3,792 ",9,0,91.00,-21.00,0.00,0.00,0.00,0.00,5.00,0.00,126.00,6.00
" 3,793 ",10,0,140.00,-4.00,1.00,1.00,3.00,3.00,11.00,-2.00,-151.00,-2.00
" 3,794 ",10,0,183.00,11.00,0.00,0.00,0.00,0.00,13.00,6.00,116.00,0.00
" 3,795 ",10,0,207.00,37.00,1.00,-4.00,3.00,0.00,101.00,3.00,598.00,0.00
" 3,796 ",9,0,210.00,87.00,2.00,-7.00,3.00,0.00,56.00,3.00,142.00,-1.00
" 3,797 ",9,0,133.00,1.00,0.00,0.00,0.00,0.00,10.00,0.00,3887.00,0.00
" 3,798 ",9,0,112.00,51.00,1.00,1.00,3.00,3.00,22.00,1.00,-66.00,-2.00
" 3,799 ",10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,800 ",10,0,78.00,-15.00,0.00,-1.00,0.00,-3.00,-2.00,-1.00,-11.00,1.00
" 3,801 ",9,0,128.00,-4.00,0.00,-1.00,0.00,-3.00,-79.00,-3.00,312.00,0.00
" 3,802 ",8,0,67.00,-1.00,0.00,0.00,0.00,0.00,5.00,0.00,57.00,10.00
" 3,803 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,-47.00
" 3,804 ",9,0,150.00,15.00,0.00,0.00,0.00,0.00,31.00,0.00,452.00,0.00
" 3,805 ",9,0,148.00,18.00,0.00,0.00,0.00,0.00,159.00,2.00,45.00,0.00
" 3,806 ",8,1,109.00,10.00,0.00,0.00,0.00,0.00,3.00,0.00,150.00,6.00
" 3,807 ",6,0,0.00,-41.00,0.00,0.00,0.00,0.00,-14.00,0.00,0.00,1.00
" 3,808 ",9,0,165.00,46.00,0.00,0.00,0.00,0.00,20.00,5.00,2.00,31.00
" 3,809 ",9,0,1.00,1.00,2.00,2.00,3.00,3.00,18.00,0.00,0.00,31.00
" 3,810 ",8,0,72.00,0.00,0.00,-1.00,0.00,-3.00,4.00,0.00,-4.00,0.00
" 3,811 ",8,1,40.00,-100.00,0.00,-1.00,0.00,-2.00,-16.00,0.00,4399.00,6.00
" 3,812 ",10,0,91.00,10.00,2.00,2.00,3.00,3.00,226.00,0.00,-24.00,0.00
" 3,813 ",9,0,14.00,11.00,0.00,0.00,0.00,0.00,19.00,0.00,1.00,19.00
" 3,814 ",4,0,23.00,-11.00,1.00,1.00,3.00,3.00,36.00,0.00,1.00,0.00
" 3,815 ",10,0,97.00,52.00,2.00,-2.00,3.00,0.00,27.00,1.00,0.00,-23.00
" 3,816 ",9,0,169.00,-33.00,1.00,-2.00,3.00,0.00,-31.00,-1.00,244.00,2.00
" 3,817 ",9,0,86.00,2.00,0.00,0.00,0.00,0.00,-6.00,3.00,0.00,0.00
" 3,818 ",9,0,79.00,-42.00,0.00,-1.00,0.00,-3.00,-3.00,-1.00,39.00,12.00
" 3,819 ",9,0,134.00,-18.00,1.00,1.00,3.00,3.00,39.00,3.00,247.00,0.00
" 3,820 ",8,0,141.00,-36.00,0.00,-1.00,0.00,-3.00,89.00,9.00,108.00,0.00
" 3,821 ",8,0,167.00,5.00,0.00,-2.00,0.00,-3.00,119.00,12.00,195.00,0.00
" 3,822 ",9,0,118.00,18.00,2.00,2.00,3.00,3.00,83.00,0.00,-47.00,-14.00
" 3,823 ",9,0,66.00,-108.00,0.00,-1.00,0.00,-3.00,-82.00,-1.00,56.00,0.00
" 3,824 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,31.00
" 3,825 ",8,0,86.00,-1.00,0.00,0.00,0.00,0.00,-2.00,0.00,-56.00,-5.00
" 3,826 ",8,0,18.00,-41.00,0.00,0.00,0.00,0.00,-4.00,0.00,10.00,-23.00
" 3,827 ",9,0,187.00,-31.00,0.00,0.00,0.00,0.00,44.00,-1.00,489.00,0.00
" 3,828 ",9,0,216.00,48.00,0.00,0.00,0.00,0.00,70.00,0.00,68.00,0.00
" 3,829 ",2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" 3,830 ",9,0,159.00,-45.00,1.00,-3.00,3.00,0.00,-15.00,-2.00,-40.00,0.00
" 3,831 ",9,0,150.00,10.00,4.00,4.00,2.75,2.75,33.00,0.00,-63.00,-1.00
" 3,832 ",9,0,135.00,-15.00,1.00,1.00,3.00,3.00,54.00,1.00,-70.00,0.00
" 3,833 ",9,0,134.00,-5.00,0.00,0.00,0.00,0.00,-2.00,0.00,-63.00,3.00
" 3,834 ",9,0,41.00,-36.00,2.00,1.00,3.00,0.00,48.00,-1.00,-24.00,-1.00
" 3,835 ",9,0,182.00,-3.00,1.00,0.00,3.00,0.00,6.00,-2.00,100.00,-1.00
" 3,836 ",9,0,25.00,0.00,0.00,-2.00,0.00,-3.00,-6.00,0.00,3.00,-14.00
" 3,837 ",9,0,143.00,-26.00,0.00,0.00,0.00,0.00,-9.00,0.00,-167.00,0.00
" 3,838 ",9,0,80.00,15.00,0.00,-1.00,0.00,-3.00,0.00,0.00,41.00,4.00
" 3,839 ",9,0,194.00,14.00,0.00,0.00,0.00,0.00,71.00,8.00,-302.00,0.00
" 3,840 ",6,0,31.00,2.00,1.00,-1.00,2.00,-1.00,0.00,0.00,0.00,-14.00
" 3,841 ",3,0,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
" 3,842 ",6,0,81.00,36.00,2.00,0.00,3.00,0.00,54.00,1.00,0.00,1.00
" 3,843 ",9,0,15.00,-10.00,0.00,0.00,0.00,0.00,-3.00,0.00,-5.00,1.00
" 3,844 ",9,0,135.00,-5.00,0.00,-1.00,0.00,-3.00,-22.00,0.00,528.00,-2.00
" 3,845 ",3,0,31.00,31.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00
" 3,846 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,31.00
" 3,847 ",9,0,131.00,33.00,0.00,0.00,0.00,0.00,3.00,2.00,38.00,-1.00
" 3,848 ",8,0,196.00,13.00,10.00,8.00,3.00,0.50,211.00,-1.00,26.00,0.00
" 3,849 ",7,1,135.00,-1.00,2.00,2.00,3.00,3.00,-45.00,0.00,17.00,-4.00
" 3,850 ",9,0,192.00,-6.00,0.00,0.00,0.00,0.00,-16.00,-1.00,-28.00,-3.00
" 3,851 ",8,0,166.00,4.00,0.00,0.00,0.00,0.00,13.00,-2.00,169.00,0.00
" 3,852 ",9,0,210.00,9.00,0.00,-1.00,0.00,-1.00,7.00,8.00,-589.00,0.00
" 3,853 ",4,0,45.00,40.00,0.00,0.00,0.00,0.00,74.00,1.00,0.00,1.00
" 3,854 ",8,0,21.00,1.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,-3.00
" 3,855 ",3,0,64.00,64.00,0.00,0.00,0.00,0.00,18.00,1.00,0.00,0.00
" 3,856 ",9,0,120.00,-38.00,0.00,0.00,0.00,0.00,33.00,-2.00,482.00,-2.00
" 3,857 ",9,0,130.00,-5.00,0.00,-1.00,0.00,-3.00,-13.00,0.00,230.00,1.00
" 3,858 ",9,0,121.00,61.00,0.00,0.00,0.00,0.00,22.00,3.00,3.00,31.00
" 3,859 ",8,0,177.00,13.00,4.00,3.00,2.33,-0.67,32.00,-1.00,-57.00,0.00
" 3,860 ",9,0,60.00,-32.00,1.00,0.00,0.00,-3.00,6.00,-2.00,-26.00,10.00
" 3,861 ",7,1,33.00,-36.00,0.00,0.00,0.00,0.00,-4.00,-1.00,-148.00,22.00
" 3,862 ",8,0,31.00,-15.00,1.00,-1.00,3.00,0.00,-20.00,0.00,2.00,-24.00
" 3,863 ",4,0,46.00,-1.00,2.00,0.00,3.00,0.00,75.00,0.00,494.00,0.00
" 3,864 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,865 ",9,0,64.00,-37.00,0.00,0.00,0.00,0.00,-3.00,-1.00,-64.00,-7.00
" 3,866 ",9,0,143.00,8.00,1.00,0.00,2.00,0.00,67.00,0.00,707.00,4.00
" 3,867 ",8,0,168.00,9.00,5.00,3.00,3.00,0.00,-6.00,-4.00,43.00,0.00
" 3,868 ",4,0,39.00,39.00,2.00,2.00,3.00,3.00,-4.00,0.00,0.00,3.00
" 3,869 ",8,0,104.00,24.00,0.00,0.00,0.00,0.00,59.00,3.00,32.00,5.00
" 3,870 ",9,0,109.00,59.00,4.00,4.00,3.00,3.00,32.00,1.00,46.00,2.00
" 3,871 ",7,0,150.00,3.00,2.00,1.00,3.00,0.00,36.00,2.00,197.00,0.00
" 3,872 ",6,0,195.00,54.00,1.00,1.00,3.00,3.00,96.00,-2.00,-51.00,0.00
" 3,873 ",9,0,185.00,-2.00,0.00,-1.00,0.00,-3.00,-71.00,0.00,190.00,0.00
" 3,874 ",8,0,189.00,18.00,1.00,1.00,3.00,3.00,47.00,0.00,-717.00,0.00
" 3,875 ",8,0,173.00,-3.00,4.00,2.00,3.00,1.00,30.00,-3.00,67.00,0.00
" 3,876 ",8,1,107.00,-10.00,0.00,0.00,0.00,0.00,-28.00,0.00,102.00,0.00
" 3,877 ",9,0,164.00,-3.00,0.00,0.00,0.00,0.00,8.00,1.00,-24.00,0.00
" 3,878 ",8,0,123.00,-54.00,1.00,-4.00,3.00,0.00,6.00,-2.00,-512.00,17.00
" 3,879 ",8,0,124.00,4.00,0.00,0.00,0.00,0.00,66.00,0.00,-161.00,0.00
" 3,880 ",9,0,180.00,11.00,3.00,2.00,2.67,-0.33,-38.00,1.00,1290.00,0.00
" 3,881 ",4,0,111.00,103.00,15.00,15.00,3.00,3.00,68.00,0.00,0.00,0.00
" 3,882 ",9,0,129.00,-2.00,3.00,-1.00,3.00,0.00,31.00,-2.00,-547.00,1.00
" 3,883 ",5,0,62.00,22.00,2.00,2.00,2.50,2.50,16.00,3.00,19.00,0.00
" 3,884 ",9,0,88.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,-24.00,17.00
" 3,885 ",6,0,84.00,26.00,0.00,0.00,0.00,0.00,21.00,6.00,5.00,1.00
" 3,886 ",8,1,93.00,10.00,0.00,0.00,0.00,0.00,45.00,0.00,-272.00,0.00
" 3,887 ",9,0,77.00,-18.00,1.00,1.00,3.00,3.00,0.00,0.00,266.00,-1.00
" 3,888 ",9,0,132.00,109.00,0.00,0.00,0.00,0.00,67.00,1.00,-126.00,-3.00
" 3,889 ",5,0,185.00,-29.00,4.00,2.00,2.50,0.50,44.00,1.00,152.00,-2.00
" 3,890 ",9,0,61.00,-7.00,0.00,0.00,0.00,0.00,-2.00,0.00,7.00,-1.00
" 3,891 ",3,0,22.00,22.00,1.00,1.00,2.00,2.00,34.00,0.00,0.00,0.00
" 3,892 ",9,0,182.00,-32.00,1.00,1.00,3.00,3.00,44.00,1.00,304.00,0.00
" 3,893 ",9,0,116.00,-7.00,0.00,0.00,0.00,0.00,-3.00,-7.00,-293.00,0.00
" 3,894 ",8,0,78.00,-10.00,0.00,0.00,0.00,0.00,-5.00,0.00,-62.00,-3.00
" 3,895 ",8,0,41.00,6.00,0.00,0.00,0.00,0.00,-4.00,0.00,12.00,2.00
" 3,896 ",8,0,129.00,13.00,0.00,-1.00,0.00,-3.00,131.00,1.00,40.00,0.00
" 3,897 ",9,0,157.00,14.00,0.00,0.00,0.00,0.00,34.00,-1.00,-853.00,0.00
" 3,898 ",4,0,95.00,75.00,4.00,2.00,3.00,0.00,65.00,0.00,4.00,4.00
" 3,899 ",9,0,153.00,36.00,0.00,-2.00,0.00,-3.00,32.00,1.00,286.00,10.00
" 3,900 ",9,0,87.00,-13.00,0.00,-1.00,0.00,-3.00,-68.00,0.00,290.00,0.00
" 3,901 ",6,0,103.00,-5.00,0.00,-3.00,0.00,-3.00,-5.00,0.00,174.00,-1.00
" 3,902 ",6,0,51.00,-46.00,0.00,0.00,0.00,0.00,-13.00,0.00,3.00,10.00
" 3,903 ",8,0,145.00,0.00,2.00,2.00,3.00,3.00,169.00,0.00,-72.00,0.00
" 3,904 ",9,0,156.00,-11.00,0.00,0.00,0.00,0.00,63.00,-1.00,73.00,0.00
" 3,905 ",8,0,21.00,-47.00,0.00,0.00,0.00,0.00,-12.00,-1.00,0.00,-3.00
" 3,906 ",9,0,40.00,-10.00,0.00,0.00,0.00,0.00,-3.00,0.00,-371.00,5.00
" 3,907 ",1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" 3,908 ",9,0,196.00,-12.00,0.00,0.00,0.00,0.00,6.00,-20.00,886.00,-1.00
" 3,909 ",9,0,163.00,-1.00,0.00,-1.00,0.00,-3.00,13.00,-1.00,48.00,3.00
" 3,910 ",9,0,132.00,33.00,0.00,0.00,0.00,0.00,15.00,1.00,-4.00,-2.00
" 3,911 ",8,0,109.00,1.00,0.00,0.00,0.00,0.00,9.00,2.00,-451.00,7.00
" 3,912 ",9,0,189.00,30.00,3.00,1.00,3.00,0.00,39.00,-1.00,-1032.00,1.00
" 3,913 ",8,0,152.00,66.00,1.00,0.00,3.00,0.00,20.00,3.00,0.00,-1.00
" 3,914 ",9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
" 3,915 ",9,0,216.00,1.00,0.00,-6.00,0.00,-3.00,13.00,2.00,-33.00,0.00
" 3,916 ",8,0,188.00,20.00,0.00,-1.00,0.00,-3.00,19.00,-2.00,-107.00,0.00
" 3,917 ",6,0,145.00,-3.00,1.00,-3.00,3.00,0.00,34.00,0.00,514.00,2.00
" 3,918 ",1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" 3,919 ",9,0,119.00,0.00,0.00,-1.00,0.00,-3.00,4.00,0.00,-8.00,-7.00
" 3,920 ",9,0,105.00,25.00,0.00,0.00,0.00,0.00,21.00,0.00,-121.00,17.00
" 3,921 ",5,0,73.00,17.00,0.00,0.00,0.00,0.00,-11.00,0.00,-4.00,0.00
" 3,922 ",9,0,70.00,-3.00,1.00,1.00,3.00,3.00,4.00,0.00,-40.00,0.00
" 3,923 ",8,0,81.00,22.00,0.00,-1.00,0.00,0.00,-13.00,0.00,7.00,0.00
" 3,924 ",9,0,118.00,12.00,1.00,1.00,3.00,3.00,-5.00,0.00,1.00,0.00
" 3,925 ",6,0,79.00,46.00,0.00,0.00,0.00,0.00,17.00,3.00,0.00,-2.00
" 3,926 ",8,0,114.00,37.00,0.00,0.00,0.00,0.00,3.00,3.00,29.00,0.00
" 3,927 ",9,0,102.00,-23.00,0.00,0.00,0.00,0.00,7.00,3.00,9.00,3.00
" 3,928 ",9,0,0.00,-51.00,0.00,-2.00,0.00,-3.00,-10.00,-1.00,4.00,-16.00
" 3,929 ",9,0,81.00,-40.00,0.00,0.00,0.00,0.00,-18.00,1.00,-38.00,3.00
" 3,930 ",9,0,110.00,27.00,2.00,2.00,0.00,0.00,53.00,2.00,2.00,0.00
" 3,931 ",9,0,138.00,-51.00,4.00,4.00,3.00,3.00,40.00,0.00,9.00,0.00
" 3,932 ",8,0,136.00,1.00,1.00,1.00,3.00,3.00,-4.00,0.00,144.00,3.00
" 3,933 ",9,0,190.00,4.00,6.00,1.00,3.00,0.00,334.00,0.00,95.00,0.00
" 3,934 ",9,0,130.00,4.00,1.00,1.00,3.00,3.00,31.00,0.00,78.00,1.00
" 3,935 ",9,0,108.00,4.00,1.00,1.00,3.00,3.00,23.00,0.00,13.00,0.00
" 3,936 ",6,0,209.00,67.00,3.00,3.00,3.00,3.00,21.00,2.00,682.00,0.00
" 3,937 ",8,0,105.00,-13.00,1.00,-3.00,3.00,0.00,-4.00,0.00,-261.00,0.00
" 3,938 ",9,0,168.00,-7.00,0.00,-3.00,0.00,-3.00,6.00,-3.00,8.00,0.00
" 3,939 ",9,0,202.00,12.00,10.00,4.00,3.00,0.00,47.00,-2.00,-253.00,-1.00
" 3,940 ",8,0,169.00,26.00,3.00,1.00,3.00,0.00,25.00,1.00,-26.00,0.00
" 3,941 ",7,0,55.00,-11.00,0.00,0.00,0.00,0.00,-9.00,0.00,-15.00,-2.00
" 3,942 ",5,0,133.00,9.00,2.00,2.00,3.00,3.00,28.00,2.00,-275.00,10.00
" 3,943 ",9,0,207.00,38.00,5.00,-7.00,3.20,0.20,19.00,0.00,-6.00,4.00
" 3,944 ",9,0,147.00,-9.00,8.00,-3.00,3.00,0.00,95.00,2.00,849.00,0.00
" 3,945 ",8,0,149.00,48.00,0.00,0.00,0.00,0.00,10.00,-2.00,89.00,-1.00
" 3,946 ",8,0,138.00,-5.00,0.00,-3.00,0.00,-3.00,14.00,0.00,1227.00,0.00
" 3,947 ",9,0,98.00,25.00,0.00,-1.00,0.00,-3.00,-3.00,1.00,123.00,-4.00
" 3,948 ",7,0,110.00,16.00,0.00,-1.00,0.00,-3.00,9.00,0.00,0.00,0.00
" 3,949 ",3,0,2.00,2.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
" 3,950 ",9,0,102.00,-46.00,1.00,-7.00,3.00,-0.13,-43.00,-1.00,66.00,-2.00
" 3,951 ",6,0,153.00,8.00,0.00,0.00,0.00,0.00,1.00,1.00,431.00,0.00
" 3,952 ",9,0,67.00,-2.00,0.00,-2.00,0.00,-2.50,-35.00,-7.00,1.00,0.00
" 3,953 ",7,0,26.00,-27.00,0.00,0.00,0.00,0.00,-2.00,0.00,-7.00,18.00
" 3,954 ",9,0,61.00,20.00,0.00,0.00,0.00,0.00,3.00,0.00,-230.00,10.00
" 3,955 ",9,0,85.00,-69.00,0.00,0.00,0.00,0.00,0.00,-5.00,-3.00,3.00
" 3,956 ",5,0,179.00,23.00,0.00,-2.00,0.00,-3.00,75.00,1.00,710.00,0.00
" 3,957 ",9,0,37.00,-15.00,0.00,0.00,0.00,0.00,-8.00,0.00,0.00,3.00
" 3,958 ",3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" 3,959 ",3,0,6.00,6.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
" 3,960 ",8,0,141.00,-6.00,0.00,-2.00,0.00,-3.00,2.00,-1.00,330.00,17.00
" 3,961 ",8,0,0.00,-11.00,0.00,0.00,0.00,0.00,-13.00,0.00,0.00,4.00
" 3,962 ",8,0,80.00,-30.00,0.00,0.00,0.00,0.00,-16.00,0.00,192.00,11.00
" 3,963 ",9,0,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,31.00
" 3,964 ",9,0,32.00,15.00,3.00,1.00,3.00,0.00,8.00,0.00,-82.00,-4.00
" 3,965 ",1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" 3,966 ",9,0,148.00,-10.00,0.00,0.00,0.00,0.00,-13.00,2.00,-33.00,6.00
" 3,967 ",7,0,83.00,-37.00,0.00,0.00,0.00,0.00,10.00,-1.00,-20.00,-1.00
" 3,968 ",8,0,135.00,0.00,0.00,0.00,0.00,0.00,-5.00,-1.00,57.00,-1.00
" 3,969 ",7,0,113.00,-3.00,0.00,0.00,0.00,0.00,6.00,-2.00,-32.00,3.00
" 3,970 ",9,0,105.00,90.00,0.00,0.00,0.00,0.00,30.00,4.00,-2.00,0.00
